,State,County,TotalPopEst2015,TotalPopEst2016,TotalPopEst2017,TotalPopEst2018,TotalPopEst2019,AveragePop2015to2019
1358,MN,Dodge,20410,20540,20696,20767,20934,20669.4
1359,MN,Douglas,36790,37154,37520,37960,38141,37513.0
1360,MN,Faribault,13981,13867,13768,13736,13653,13801.0
1361,MN,Fillmore,20739,20916,20980,21044,21067,20949.2
1362,MN,Freeborn,30522,30449,30582,30480,30281,30462.8
1363,MN,Goodhue,46060,46226,46307,46299,46340,46246.4
1364,MN,Grant,5867,5930,5916,5989,5972,5934.8
1365,MN,Hennepin,1222200,1235371,1247847,1257925,1265843,1245837.2
1366,MN,Houston,18686,18703,18677,18572,18600,18647.6
1367,MN,Hubbard,20646,20701,20965,21291,21491,21018.8
1368,MN,Isanti,38281,38778,39543,39950,40596,39429.6
1369,MN,Itasca,45267,45168,45088,45051,45130,45140.8
1370,MN,Jackson,10096,9968,9965,9895,9846,9954.0
1371,MN,Kanabec,15888,15912,16060,16246,16337,16088.6
1372,MN,Kandiyohi,42623,42697,42778,42910,43199,42841.4
1373,MN,Kittson,4409,4320,4261,4268,4298,4311.2
1374,MN,Koochiching,12797,12610,12506,12431,12229,12514.6
1375,MN,Lac qui Parle,6877,6746,6683,6664,6623,6718.6
1376,MN,Lake,10541,10514,10493,10610,10641,10559.8
1377,MN,Lake of the Woods,3868,3781,3727,3737,3740,3770.6
1378,MN,Le Sueur,27755,27772,28210,28588,28887,28242.4
1379,MN,Lincoln,5710,5703,5665,5668,5639,5677.0
1380,MN,Lyon,25826,25971,25929,25583,25474,25756.6
1381,MN,McLeod,35814,35749,35876,35827,35893,35831.8
1382,MN,Mahnomen,5432,5484,5567,5497,5527,5501.4
1383,MN,Marshall,9409,9369,9361,9383,9336,9371.6
1384,MN,Martin,20036,19904,19866,19772,19683,19852.2
1385,MN,Meeker,23045,23064,23047,23145,23222,23104.6
1386,MN,Mille Lacs,25494,25594,25861,26100,26277,25865.2
1387,MN,Morrison,32775,32918,33084,33158,33386,33064.2
1388,MN,Mower,39492,39567,39773,40142,40062,39807.2
1389,MN,Murray,8394,8305,8332,8254,8194,8295.8
1390,MN,Nicollet,33526,33720,34052,34199,34274,33954.2
1391,MN,Nobles,21748,21878,21671,21744,21629,21734.0
1392,MN,Norman,6621,6534,6589,6479,6375,6519.6
1393,MN,Olmsted,151397,153272,154727,156358,158293,154809.4
1394,MN,Otter Tail,57520,57820,58219,58670,58746,58195.0
1395,MN,Pennington,14237,14206,14178,14173,14119,14182.6
1396,MN,Pine,29045,28866,29159,29468,29579,29223.4
1397,MN,Pipestone,9295,9248,9157,9127,9126,9190.6
1398,MN,Polk,31497,31698,31637,31411,31364,31521.4
1399,MN,Pope,10936,10970,10988,11095,11249,11047.6
1400,MN,Ramsey,536631,541502,544886,548872,550321,544442.4
1401,MN,Red Lake,4031,3987,4009,3992,4055,4014.8
1402,MN,Redwood,15425,15216,15244,15252,15170,15261.4
1403,MN,Renville,14798,14613,14693,14609,14548,14652.2
1404,MN,Rice,65323,65868,66196,66566,66972,66185.0
1405,MN,Rock,9442,9392,9459,9401,9315,9401.8
1406,MN,Roseau,15621,15557,15305,15158,15165,15361.2
1407,MN,St. Louis,200296,199967,199778,199685,199070,199759.2
1408,MN,Scott,141329,143309,145535,147191,149013,145275.4
1409,MN,Sherburne,91415,93228,94476,95957,97238,94462.8
1410,MN,Sibley,14889,14812,14899,14997,14865,14892.4
1411,MN,Stearns,156003,157225,158301,159656,161075,158452.0
1412,MN,Steele,36599,36644,36787,36738,36649,36683.4
1413,MN,Stevens,9874,9810,9706,9752,9805,9789.4
1414,MN,Swift,9376,9442,9387,9323,9266,9358.8
1415,MN,Todd,24328,24381,24526,24570,24664,24493.8
1416,MN,Traverse,3373,3330,3304,3291,3259,3311.4
1417,MN,Wabasha,21387,21435,21590,21645,21627,21536.8
1418,MN,Wadena,13667,13550,13647,13723,13682,13653.8
1419,MN,Waseca,18926,18783,18713,18664,18612,18739.6
1420,MN,Washington,250386,252502,255464,258899,262440,255938.2
1421,MN,Watonwan,11018,11002,10934,11007,10897,10971.6
1422,MN,Wilkin,6357,6323,6322,6244,6207,6290.6
1423,MN,Winona,50827,50861,50718,50735,50484,50725.0
1424,MN,Wright,130973,132324,134205,136313,138377,134438.4
1425,MN,Yellow Medicine,9837,9888,9836,9799,9709,9813.8
1426,MS,Mississippi,2988471,2987938,2988510,2981020,2976149,2984417.6
1427,MS,Adams,31561,31569,31462,31044,30693,31265.8
1428,MS,Alcorn,37276,37246,37165,36810,36953,37090.0
1429,MS,Amite,12553,12433,12448,12327,12297,12411.6
1430,MS,Attala,18665,18551,18467,18328,18174,18437.0
1431,MS,Benton,8155,8247,8255,8243,8259,8231.8
1432,MS,Bolivar,33230,32549,31718,31115,30628,31848.0
1433,MS,Calhoun,14639,14553,14508,14432,14361,14498.6
1434,MS,Carroll,10203,10186,10094,9920,9947,10070.0
1435,MS,Chickasaw,17395,17224,17144,17100,17103,17193.2
1436,MS,Choctaw,8372,8299,8240,8265,8210,8277.2
1437,MS,Claiborne,9209,9152,9026,9072,8988,9089.4
1438,MS,Clarke,16022,15896,15805,15585,15541,15769.8
1439,MS,Clay,20005,19854,19621,19404,19316,19640.0
1440,MS,Coahoma,24500,23834,23214,22605,22124,23255.4
1441,MS,Copiah,28865,28647,28528,28400,28065,28501.0
1442,MS,Covington,19243,19174,19014,18825,18636,18978.4
1443,MS,DeSoto,173271,175721,179005,181932,184945,178974.8
1444,MS,Forrest,75593,75564,75155,74912,74897,75224.2
1445,MS,Franklin,7729,7709,7754,7758,7713,7732.6
1446,MS,George,23378,23645,23951,24110,24500,23916.8
1447,MS,Greene,13549,13566,13529,13996,13586,13645.2
1448,MS,Grenada,21444,21219,21037,20984,20758,21088.4
1449,MS,Hancock,46305,46643,46949,47278,47632,46961.4
1450,MS,Harrison,200674,202504,204966,206284,208080,204501.6
1451,MS,Hinds,244216,242176,239929,235824,231840,238797.0
1452,MS,Holmes,18367,18017,17849,17444,17010,17737.4
1453,MS,Humphreys,8705,8588,8333,8256,8064,8389.2
1454,MS,Issaquena,1337,1326,1341,1307,1327,1327.6
1455,MS,Itawamba,23543,23416,23499,23461,23390,23461.8
1456,MS,Jackson,141354,141535,142246,143127,143617,142375.8
1457,MS,Jasper,16554,16588,16574,16425,16383,16504.8
1458,MS,Jefferson,7503,7312,7227,7093,6990,7225.0
1459,MS,Jefferson Davis,11632,11436,11284,11215,11128,11339.0
1460,MS,Jones,68629,68473,68364,68196,68098,68352.0
1461,MS,Kemper,10111,10035,10093,9733,9742,9942.8
1462,MS,Lafayette,52736,53476,54178,53542,54019,53590.2
1463,MS,Lamar,60966,61364,61536,62637,63343,61969.2
1464,MS,Lauderdale,78348,77376,76309,75238,74125,76279.2
1465,MS,Lawrence,12691,12812,12629,12448,12586,12633.2
1466,MS,Leake,22777,22789,22819,22791,22786,22792.4
1467,MS,Lee,84740,84837,85071,85276,85436,85072.0
1468,MS,Leflore,30241,29779,29292,28616,28183,29222.2
1469,MS,Lincoln,34522,34375,34340,34210,34153,34320.0
1470,MS,Lowndes,59697,59549,59147,58760,58595,59149.6
1471,MS,Madison,102453,103852,104584,105648,106272,104561.8
1472,MS,Marion,25412,25106,25108,24752,24573,24990.2
1473,MS,Marshall,35891,35785,35590,35436,35294,35599.2
1474,MS,Monroe,35823,35897,35851,35543,35252,35673.2
1475,MS,Montgomery,10195,10235,10143,9994,9775,10068.4
1476,MS,Neshoba,29481,29473,29435,29151,29118,29331.6
1477,MS,Newton,21569,21461,21396,21355,21018,21359.8
1478,MS,Noxubee,10942,10879,10711,10550,10417,10699.8
1479,MS,Oktibbeha,49510,49534,49678,49249,49587,49511.6
1480,MS,Panola,34202,34241,34158,34156,34192,34189.8
1481,MS,Pearl River,54944,55037,55255,55323,55535,55218.8
1482,MS,Perry,12071,12056,12014,11918,11973,12006.4
1483,MS,Pike,39890,39592,39510,39380,39288,39532.0
1484,MS,Pontotoc,30857,31470,31709,31881,32174,31618.2
1485,MS,Prentiss,25440,25405,25215,25088,25126,25254.8
1486,MS,Quitman,7511,7368,7208,7055,6792,7186.8
1487,MS,Rankin,149447,151514,152904,154250,155271,152677.2
1488,MS,Scott,28432,28351,28436,28319,28124,28332.4
1489,MS,Sharkey,4563,4513,4415,4375,4321,4437.4
1490,MS,Simpson,27169,26992,26905,26717,26658,26888.2
1491,MS,Smith,16079,15949,16073,16029,15916,16009.2
1492,MS,Stone,18271,18183,18593,17997,18336,18276.0
1493,MS,Sunflower,26877,26493,26142,26211,25110,26166.6
1494,MS,Tallahatchie,14582,14342,14094,13961,13809,14157.6
1495,MS,Tate,28465,28306,28581,28347,28321,28404.0
1496,MS,Tippah,22018,22063,21953,22039,22015,22017.6
1497,MS,Tishomingo,19481,19442,19518,19383,19383,19441.4
1498,MS,Tunica,10264,10139,9984,9922,9632,9988.2
1499,MS,Union,28311,28308,28486,28615,28815,28507.0
1500,MS,Walthall,14601,14556,14505,14436,14286,14476.8
1501,MS,Warren,47481,46958,46682,46093,45381,46519.0
1502,MS,Washington,47959,47183,46197,45036,43909,46056.8
1503,MS,Wayne,20497,20460,20430,20296,20183,20373.2
1504,MS,Webster,9873,9758,9732,9788,9689,9768.0
1505,MS,Wilkinson,9089,9020,8855,8781,8630,8875.0
1506,MS,Winston,18447,18340,18237,18164,17955,18228.6
1507,MS,Yalobusha,12458,12461,12449,12361,12108,12367.4
1508,MS,Yazoo,27411,27972,28659,29093,29690,28565.0
1509,MO,Missouri,6071732,6087135,6106670,6121623,6137428,6104917.6
1510,MO,Adair,25353,25244,25429,25476,25343,25369.0
1511,MO,Andrew,17314,17351,17474,17662,17712,17502.6
1512,MO,Atchison,5295,5281,5243,5183,5143,5229.0
1513,MO,Audrain,25950,25870,25590,25423,25388,25644.2
1514,MO,Barry,35293,35226,35631,35712,35789,35530.2
1515,MO,Barton,11825,11825,11793,11790,11754,11797.4
1516,MO,Bates,16362,16351,16293,16304,16172,16296.4
1517,MO,Benton,18791,18934,19072,19297,19443,19107.4
1518,MO,Bollinger,12316,12205,12280,12189,12133,12224.6
1519,MO,Boone,174404,176315,178012,179061,180463,177651.0
1520,MO,Buchanan,89082,89032,88660,88163,87364,88460.2
1521,MO,Butler,42829,42769,42618,42587,42478,42656.2
1522,MO,Caldwell,9002,9043,9059,9071,9020,9039.0
1523,MO,Callaway,44699,45069,44982,44954,44743,44889.4
1524,MO,Camden,44735,44906,45473,45913,46305,45466.4
1525,MO,Cape Girardeau,78238,78445,78261,78638,78871,78490.6
1526,MO,Carroll,8879,8844,8779,8726,8679,8781.4
1527,MO,Carter,6280,6210,6179,6083,5982,6146.8
1528,MO,Cass,101339,102622,103477,104769,105780,103597.4
1529,MO,Cedar,13782,13876,14070,14136,14349,14042.6
1530,MO,Chariton,7576,7501,7457,7457,7426,7483.4
1531,MO,Christian,83077,84184,85392,87044,88595,85658.4
1532,MO,Clark,6808,6739,6720,6833,6797,6779.4
1533,MO,Clay,235161,238583,242527,246360,249948,242515.8
1534,MO,Clinton,20581,20548,20551,20435,20387,20500.4
1535,MO,Cole,76818,76702,76632,76720,76745,76723.4
1536,MO,Cooper,17614,17702,17647,17626,17709,17659.6
1537,MO,Crawford,24511,24265,24107,23968,23920,24154.2
1538,MO,Dade,7574,7606,7586,7564,7561,7578.2
1539,MO,Dallas,16344,16381,16699,16782,16878,16616.8
1540,MO,Daviess,8283,8224,8358,8334,8278,8295.4
1541,MO,DeKalb,12540,12496,12532,12515,12547,12526.0
1542,MO,Dent,15656,15454,15497,15547,15573,15545.4
1543,MO,Douglas,13356,13353,13276,13359,13185,13305.8
1544,MO,Dunklin,30844,30562,30121,29478,29131,30027.2
1545,MO,Franklin,102251,102704,103315,103716,103967,103190.6
1546,MO,Gasconade,14742,14746,14683,14680,14706,14711.4
1547,MO,Gentry,6654,6624,6634,6598,6571,6616.2
1548,MO,Greene,287312,287818,289512,291054,293086,289756.4
1549,MO,Grundy,10031,10111,9991,9975,9850,9991.6
1550,MO,Harrison,8622,8579,8506,8394,8352,8490.6
1551,MO,Henry,21725,21625,21695,21808,21824,21735.4
1552,MO,Hickory,9266,9356,9395,9458,9544,9403.8
1553,MO,Holt,4483,4453,4407,4412,4403,4431.6
1554,MO,Howard,10134,10032,10066,10059,10001,10058.4
1555,MO,Howell,40070,40132,40074,40126,40117,40103.8
1556,MO,Iron,10203,10123,10181,10187,10125,10163.8
1557,MO,Jackson,686783,692430,698072,700784,703011,696216.0
1558,MO,Jasper,118548,119219,120048,120455,121328,119919.6
1559,MO,Jefferson,223116,223377,223769,224410,225081,223950.6
1560,MO,Johnson,53496,53497,53735,53621,54062,53682.2
1561,MO,Knox,3907,3933,3970,3965,3959,3946.8
1562,MO,Laclede,35469,35450,35418,35596,35723,35531.2
1563,MO,Lafayette,32624,32534,32579,32542,32708,32597.4
1564,MO,Lawrence,37981,38164,38256,38264,38355,38204.0
1565,MO,Lewis,10138,10072,9952,9839,9776,9955.4
1566,MO,Lincoln,54567,55146,56045,57613,59013,56476.8
1567,MO,Linn,12293,12146,12168,12039,11920,12113.2
1568,MO,Livingston,14938,15127,15157,15181,15227,15126.0
1569,MO,McDonald,22683,22705,22722,22963,22837,22782.0
1570,MO,Macon,15284,15164,15262,15167,15117,15198.8
1571,MO,Madison,12178,12213,12230,12188,12088,12179.4
1572,MO,Maries,8936,8821,8790,8770,8697,8802.8
1573,MO,Marion,28697,28689,28585,28540,28530,28608.2
1574,MO,Mercer,3660,3661,3656,3626,3617,3644.0
1575,MO,Miller,24872,24998,25202,25315,25619,25201.2
1576,MO,Mississippi,13965,13738,13594,13394,13180,13574.2
1577,MO,Moniteau,15873,15991,16047,16186,16132,16045.8
1578,MO,Monroe,8637,8633,8596,8636,8644,8629.2
1579,MO,Montgomery,11572,11447,11378,11488,11551,11487.2
1580,MO,Morgan,20065,20089,20162,20414,20627,20271.4
1581,MO,New Madrid,18067,17839,17544,17272,17076,17559.6
1582,MO,Newton,58138,58178,58191,58158,58236,58180.2
1583,MO,Nodaway,22625,22455,22401,22223,22092,22359.2
1584,MO,Oregon,10850,10746,10553,10558,10529,10647.2
1585,MO,Osage,13538,13613,13658,13652,13615,13615.2
1586,MO,Ozark,9364,9199,9227,9070,9174,9206.8
1587,MO,Pemiscot,17410,17060,16783,16256,15805,16662.8
1588,MO,Perry,19068,19216,19262,19274,19136,19191.2
1589,MO,Pettis,42300,42249,42445,42441,42339,42354.8
1590,MO,Phelps,44766,44708,44551,44551,44573,44629.8
1591,MO,Pike,18409,18507,18557,18502,18302,18455.4
1592,MO,Platte,96445,98641,101141,102764,104418,100681.8
1593,MO,Polk,31256,31380,31742,32214,32149,31748.2
1594,MO,Pulaski,53204,52456,51862,51997,52607,52425.2
1595,MO,Putnam,4860,4825,4778,4748,4696,4781.4
1596,MO,Ralls,10169,10230,10226,10234,10309,10233.6
1597,MO,Randolph,25041,24970,24899,24732,24748,24878.0
1598,MO,Ray,22793,22741,22877,22945,23018,22874.8
1599,MO,Reynolds,6292,6347,6260,6282,6270,6290.2
1600,MO,Ripley,13788,13775,13565,13420,13288,13567.2
1601,MO,St. Charles,384978,390541,395130,398780,402022,394290.2
1602,MO,St. Clair,9411,9288,9365,9389,9397,9370.0
1603,MO,Ste. Genevieve,17804,17875,17792,17877,17894,17848.4
1604,MO,St. Francois,66232,66356,66674,66737,67215,66642.8
1605,MO,St. Louis,1001109,997837,996227,995219,994205,996919.4
1606,MO,Saline,23226,23095,22910,22890,22761,22976.4
1607,MO,Schuyler,4500,4501,4518,4594,4660,4554.6
1608,MO,Scotland,4821,4902,4948,4938,4902,4902.2
1609,MO,Scott,39007,38760,38576,38541,38280,38632.8
1610,MO,Shannon,8273,8222,8235,8189,8166,8217.0
1611,MO,Shelby,6101,6044,5995,5997,5930,6013.4
1612,MO,Stoddard,29736,29498,29364,29264,29025,29377.4
1613,MO,Stone,31307,31471,31642,31701,31952,31614.6
1614,MO,Sullivan,6366,6333,6212,6233,6089,6246.6
1615,MO,Taney,54216,54608,55100,55719,55928,55114.2
1616,MO,Texas,25660,25805,25650,25506,25398,25603.8
1617,MO,Vernon,20758,20653,20507,20492,20563,20594.6
1618,MO,Warren,33532,33871,34448,34766,35649,34453.2
1619,MO,Washington,24793,24852,24994,24933,24730,24860.4
1620,MO,Wayne,13431,13236,13303,13132,12873,13195.0
1621,MO,Webster,37604,38154,38745,39179,39592,38654.8
1622,MO,Worth,2042,2015,2041,2026,2013,2027.4
1623,MO,Wright,18146,18185,18210,18187,18289,18203.4
1624,MO,St. Louis,316010,312633,308233,303419,300576,308174.2
1625,MT,Montana,1030475,1040859,1052482,1060665,1068778,1050651.8
1626,MT,Beaverhead,9295,9463,9450,9412,9453,9414.6
1627,MT,Big Horn,13312,13458,13483,13365,13319,13387.4
1628,MT,Blaine,6680,6716,6745,6774,6681,6719.2
1629,MT,Broadwater,5714,5785,5917,6072,6237,5945.0
1630,MT,Carbon,10403,10485,10680,10691,10725,10596.8
1631,MT,Carter,1147,1175,1223,1230,1252,1205.4
1632,MT,Cascade,81878,81562,81633,81688,81366,81625.4
1633,MT,Chouteau,5774,5780,5732,5740,5635,5732.2
1634,MT,Custer,12083,11843,11726,11592,11402,11729.2
1635,MT,Daniels,1750,1731,1722,1729,1690,1724.4
1636,MT,Dawson,9577,9263,8952,8680,8613,9017.0
1637,MT,Deer Lodge,9102,9057,9100,9129,9140,9105.6
1638,MT,Fallon,3171,3086,3004,2912,2846,3003.8
1639,MT,Fergus,11307,11349,11281,11117,11050,11220.8
1640,MT,Flathead,95839,97742,100091,102017,103806,99899.0
1641,MT,Gallatin,100882,104739,108576,111682,114434,108062.6
1642,MT,Garfield,1284,1299,1281,1257,1258,1275.8
1643,MT,Glacier,13636,13711,13732,13828,13753,13732.0
1644,MT,Golden Valley,818,810,817,822,821,817.6
1645,MT,Granite,3163,3286,3356,3371,3379,3311.0
1646,MT,Hill,16438,16448,16469,16342,16484,16436.2
1647,MT,Jefferson,11572,11779,11921,12094,12221,11917.4
1648,MT,Judith Basin,1931,1940,1945,1946,2007,1953.8
1649,MT,Lake,29457,29709,30221,30220,30458,30013.0
1650,MT,Lewis and Clark,66225,66894,67850,68622,69432,67804.6
1651,MT,Liberty,2391,2409,2407,2416,2337,2392.0
1652,MT,Lincoln,19060,19294,19556,19797,19980,19537.4
1653,MT,McCone,1700,1732,1698,1669,1664,1692.6
1654,MT,Madison,8026,8062,8291,8530,8600,8301.8
1655,MT,Meagher,1821,1845,1852,1857,1862,1847.4
1656,MT,Mineral,4192,4124,4235,4307,4397,4251.0
1657,MT,Missoula,114122,116349,117834,118640,119600,117309.0
1658,MT,Musselshell,4628,4646,4632,4632,4633,4634.2
1659,MT,Park,16003,16115,16386,16648,16606,16351.6
1660,MT,Petroleum,474,491,512,512,487,495.2
1661,MT,Phillips,4146,4113,4113,4060,3954,4077.2
1662,MT,Pondera,6095,6035,5968,5960,5911,5993.8
1663,MT,Powder River,1768,1746,1750,1720,1682,1733.2
1664,MT,Powell,6799,6841,6789,6953,6890,6854.4
1665,MT,Prairie,1140,1159,1099,1070,1077,1109.0
1666,MT,Ravalli,41148,41918,42524,43166,43806,42512.4
1667,MT,Richland,11902,11408,11027,10855,10803,11199.0
1668,MT,Roosevelt,11417,11225,11160,11069,11004,11175.0
1669,MT,Rosebud,9347,9232,9205,9040,8937,9152.2
1670,MT,Sanders,11293,11465,11689,11847,12113,11681.4
1671,MT,Sheridan,3673,3608,3471,3386,3309,3489.4
1672,MT,Silver Bow,34691,34696,34811,34739,34915,34770.4
1673,MT,Stillwater,9425,9360,9419,9483,9642,9465.8
1674,MT,Sweet Grass,3620,3616,3676,3703,3737,3670.4
1675,MT,Teton,6062,6011,6091,6117,6147,6085.6
1676,MT,Toole,5077,4951,4860,4835,4736,4891.8
1677,MT,Treasure,684,680,673,673,696,681.2
1678,MT,Valley,7621,7532,7402,7406,7396,7471.4
1679,MT,Wheatland,2111,2130,2161,2184,2126,2142.4
1680,MT,Wibaux,1072,1042,1018,1030,969,1026.2
1681,MT,Yellowstone,156529,157914,159266,160029,161300,159007.6
1682,NE,Nebraska,1891277,1905616,1915947,1925614,1934408,1914572.4
1683,NE,Adams,31567,31683,31808,31514,31363,31587.0
1684,NE,Antelope,6415,6345,6341,6308,6298,6341.4
1685,NE,Arthur,451,466,455,462,463,459.4
1686,NE,Banner,711,716,726,725,745,724.6
1687,NE,Blaine,477,470,479,480,465,474.2
1688,NE,Boone,5310,5333,5320,5241,5192,5279.2
1689,NE,Box Butte,11325,11176,10835,10733,10783,10970.4
1690,NE,Boyd,2002,1980,1955,1950,1919,1961.2
1691,NE,Brown,2982,2980,3000,2967,2955,2976.8
1692,NE,Buffalo,48578,49104,49350,49352,49659,49208.6
1693,NE,Burt,6538,6537,6531,6486,6459,6510.2
1694,NE,Butler,8058,7996,8032,8043,8016,8029.0
1695,NE,Cass,25421,25647,25935,26189,26248,25888.0
1696,NE,Cedar,8518,8604,8515,8453,8402,8498.4
1697,NE,Chase,3963,3914,3928,3937,3924,3933.2
1698,NE,Cherry,5824,5829,5790,5763,5689,5779.0
1699,NE,Cheyenne,10137,10047,9644,9282,8910,9604.0
1700,NE,Clay,6291,6135,6186,6202,6203,6203.4
1701,NE,Colfax,10717,10712,10700,10734,10709,10714.4
1702,NE,Cuming,9075,8957,8947,8935,8846,8952.0
1703,NE,Custer,10828,10824,10869,10830,10777,10825.6
1704,NE,Dakota,20550,20279,20010,20002,20026,20173.4
1705,NE,Dawes,8958,8911,8888,8705,8589,8810.2
1706,NE,Dawson,23892,23779,23657,23744,23595,23733.4
1707,NE,Deuel,1910,1861,1861,1821,1794,1849.4
1708,NE,Dixon,5769,5742,5746,5700,5636,5718.6
1709,NE,Dodge,36567,36677,36789,36725,36565,36664.6
1710,NE,Douglas,549029,555607,560733,566391,571327,560617.4
1711,NE,Dundy,1770,1806,1783,1764,1693,1763.2
1712,NE,Fillmore,5553,5622,5561,5535,5462,5546.6
1713,NE,Franklin,2977,2994,2974,3013,2979,2987.4
1714,NE,Frontier,2631,2645,2623,2600,2627,2625.2
1715,NE,Furnas,4831,4762,4763,4701,4676,4746.6
1716,NE,Gage,21715,21625,21621,21495,21513,21593.8
1717,NE,Garden,1916,1907,1890,1890,1837,1888.0
1718,NE,Garfield,2014,1994,1986,1974,1969,1987.4
1719,NE,Gosper,2025,2025,2028,1996,1990,2012.8
1720,NE,Grant,646,665,649,657,623,648.0
1721,NE,Greeley,2435,2400,2363,2355,2356,2381.8
1722,NE,Hall,61132,61353,61201,61286,61353,61265.0
1723,NE,Hamilton,9141,9158,9194,9260,9324,9215.4
1724,NE,Harlan,3441,3451,3415,3386,3380,3414.6
1725,NE,Hayes,915,891,893,917,922,907.6
1726,NE,Hitchcock,2879,2828,2806,2801,2762,2815.2
1727,NE,Holt,10263,10223,10182,10148,10067,10176.6
1728,NE,Hooker,714,683,666,676,682,684.2
1729,NE,Howard,6382,6407,6396,6457,6445,6417.4
1730,NE,Jefferson,7221,7181,7176,7098,7046,7144.4
1731,NE,Johnson,5239,5213,5169,5115,5071,5161.4
1732,NE,Kearney,6558,6561,6492,6539,6495,6529.0
1733,NE,Keith,8136,8096,8070,8003,8034,8067.8
1734,NE,Keya Paha,797,792,790,806,806,798.2
1735,NE,Kimball,3716,3669,3568,3578,3632,3632.6
1736,NE,Knox,8468,8484,8439,8405,8332,8425.6
1737,NE,Lancaster,306096,310306,313772,316527,319090,313158.2
1738,NE,Lincoln,35501,35487,35265,35148,34914,35263.0
1739,NE,Logan,791,792,765,755,748,770.2
1740,NE,Loup,606,616,604,617,664,621.4
1741,NE,McPherson,489,503,493,490,494,493.8
1742,NE,Madison,34999,34979,35132,35189,35099,35079.6
1743,NE,Merrick,7805,7838,7859,7733,7755,7798.0
1744,NE,Morrill,4925,4867,4796,4674,4642,4780.8
1745,NE,Nance,3573,3561,3561,3506,3519,3544.0
1746,NE,Nemaha,7005,6973,6957,6957,6972,6972.8
1747,NE,Nuckolls,4322,4274,4269,4207,4148,4244.0
1748,NE,Otoe,15842,15950,15956,15983,16012,15948.6
1749,NE,Pawnee,2691,2699,2621,2623,2613,2649.4
1750,NE,Perkins,2932,2892,2886,2902,2891,2900.6
1751,NE,Phelps,9217,9193,9050,9006,9034,9100.0
1752,NE,Pierce,7190,7144,7093,7145,7148,7144.0
1753,NE,Platte,32876,33008,33231,33287,33470,33174.4
1754,NE,Polk,5171,5190,5309,5240,5213,5224.6
1755,NE,Red Willow,10883,10767,10760,10705,10724,10767.8
1756,NE,Richardson,8025,8004,7971,7938,7865,7960.6
1757,NE,Rock,1417,1404,1420,1351,1357,1389.8
1758,NE,Saline,14196,14228,14365,14336,14224,14269.8
1759,NE,Sarpy,175173,178355,181376,184062,187196,181232.4
1760,NE,Saunders,20949,20992,21032,21274,21578,21165.0
1761,NE,Scotts Bluff,36245,36420,36160,35925,35618,36073.6
1762,NE,Seward,16994,17103,17203,17273,17284,17171.4
1763,NE,Sheridan,5216,5235,5268,5189,5246,5230.8
1764,NE,Sherman,3036,3012,3074,3044,3001,3033.4
1765,NE,Sioux,1276,1259,1195,1186,1166,1216.4
1766,NE,Stanton,5944,5975,5974,5970,5920,5956.6
1767,NE,Thayer,5129,5080,5034,5039,5003,5057.0
1768,NE,Thomas,693,722,722,714,722,714.6
1769,NE,Thurston,7073,7139,7196,7274,7224,7181.2
1770,NE,Valley,4168,4201,4227,4197,4158,4190.2
1771,NE,Washington,19917,20213,20328,20617,20729,20360.8
1772,NE,Wayne,9366,9379,9213,9318,9385,9332.2
1773,NE,Webster,3592,3566,3505,3534,3487,3536.8
1774,NE,Wheeler,779,804,815,802,783,796.6
1775,NE,York,13797,13740,13762,13748,13679,13745.2
1776,NV,Nevada,2866939,2917563,2969905,3027341,3080156,2972380.8
1777,NV,Churchill,23957,23904,24021,24506,24909,24259.4
1778,NV,Clark,2096717,2138836,2181635,2226115,2266715,2182003.6
1779,NV,Douglas,47404,47834,48030,48489,48905,48132.4
1780,NV,Elko,51728,52082,52357,52539,52778,52296.8
1781,NV,Esmeralda,830,826,843,827,873,839.8
1782,NV,Eureka,2029,1936,1946,1998,2029,1987.6
1783,NV,Humboldt,17017,16795,16719,16778,16831,16828.0
1784,NV,Lander,5873,5684,5579,5547,5532,5643.0
1785,NV,Lincoln,5136,5154,5191,5237,5183,5180.2
1786,NV,Lyon,51974,52707,53895,55813,57510,54379.8
1787,NV,Mineral,4420,4376,4455,4544,4505,4460.0
1788,NV,Nye,42966,43248,43977,45186,46523,44380.0
1789,NV,Pershing,6618,6576,6469,6685,6725,6614.6
1790,NV,Storey,3876,3986,3976,3981,4123,3988.4
1791,NV,Washoe,442453,449723,456629,464354,471519,456935.6
1792,NV,White Pine,9873,9749,9651,9540,9580,9678.6
1793,NV,Carson,54068,54147,54532,55202,55916,54773.0
1794,NH,New Hampshire,1336350,1342307,1348787,1353465,1359711,1348124.0
1795,NH,Belknap,60370,60747,60872,61145,61303,60887.4
1796,NH,Carroll,47399,47497,48132,48754,48910,48138.4
1797,NH,Cheshire,76288,75975,75963,75901,76085,76042.4
1798,NH,Coos,32343,31916,31396,31486,31563,31740.8
1799,NH,Grafton,89439,90004,89853,89701,89886,89776.6
1800,NH,Hillsborough,408985,411333,413204,414630,417025,413035.4
1801,NH,Merrimack,148649,149063,149830,150650,151391,149916.6
1802,NH,Rockingham,302691,304377,306669,308287,309769,306358.6
1803,NH,Strafford,127038,128311,129841,129797,130633,129124.0
1804,NH,Sullivan,43148,43084,43027,43114,43146,43103.8
1805,NJ,New Jersey,8867949,8870827,8885525,8886025,8882190,8878503.2
1806,NJ,Atlantic,270153,267217,265498,263989,263670,266105.4
