State,County,AveragePop2015to2019,TotalVets,MaleVets,FemaleVets,WhiteVets,BlackVets,HispanicVets,OtherRaceVets,LessThanHSVets,HighSchOnlyVets,SomeCollegeVets,CollegeDegreeVets,EmployeedVets,UnemployeedVets
NY,Monroe,743341,34611,32025,2586,29377,3480,1035,1070,1964,9516,12310,10819,27300,1533
NY,Montgomery,49302.2,2805,2609,195,2642,20,118,60,241,1252,994,316,2078,210
NY,Nassau,1356508.6,43255,41083,2171,35345,3898,2798,2447,2445,13257,12558,14993,34422,1769
NY,Niagara,210820.2,14144,13240,902,13080,625,198,287,1046,5314,5542,2240,10302,828
NY,Oneida,229959,14917,13805,1111,13595,545,481,435,1133,4730,5878,3173,10343,330
NY,Onondaga,462871.6,24919,23171,1747,22078,1746,565,716,1830,7620,8319,7149,19164,1133
NY,Ontario,109510.6,6966,6374,592,6618,136,102,127,304,2485,2369,1806,5867,199
NY,Orange,380085.2,19107,17302,1803,14387,1879,2481,1569,994,5688,7129,5293,14511,386
NY,Orleans,40904.2,3039,2867,171,2872,135,9,21,290,1211,1047,489,2175,173
NY,Oswego,118339.2,8568,7985,582,8383,21,97,75,736,3502,2956,1372,6449,316
NY,Otsego,59971.8,4036,3652,383,3884,49,68,67,196,1375,1470,992,2942,132
NY,Putnam,98787.2,3691,3528,162,3289,130,252,92,143,1258,1044,1244,3096,28
NY,Queens,2287387.8,42135,38733,3401,19018,11611,7681,7333,4266,12502,13813,11553,31434,2342
NY,Rensselaer,159185.4,9397,8750,646,8827,187,195,235,573,3332,3405,2085,7135,250
NY,Richmond,474892.6,14964,14223,740,11033,1157,2322,1068,1039,6022,4671,3229,10698,329
NY,Rockland,324422,8706,8232,473,6683,988,854,496,517,2513,2661,3013,6962,720
NY,St. Lawrence,108912.6,7564,7088,474,7264,82,90,159,598,3217,2569,1178,4953,940
NY,Saratoga,228501.8,15389,14397,992,14538,169,407,378,873,4424,5634,4455,13231,536
NY,Schenectady,154859.2,8584,7642,941,7733,516,217,204,492,2752,2870,2469,6282,261
NY,Schoharie,31221.8,2384,2223,160,2295,1,44,41,198,863,882,439,1802,123
NY,Schuyler,17919.6,1539,1381,157,1487,9,0,41,100,566,684,187,1225,51
NY,Seneca,34390.4,2369,2203,166,2262,33,47,33,175,967,792,433,1671,214
NY,Steuben,96421.6,7990,7412,577,7759,133,53,44,534,3258,2843,1353,5648,419
NY,Suffolk,1483832.4,61090,57615,3473,51541,3711,4753,2106,3483,19997,20572,17036,47999,1739
NY,Sullivan,75115.8,4407,4119,288,3777,329,246,84,336,1741,1416,912,3087,218
NY,Tioga,48686.4,3561,3274,285,3480,0,38,57,146,1234,1341,838,2782,139
NY,Tompkins,102642.2,3952,3568,383,3543,114,142,166,215,1305,1195,1235,3218,171
NY,Ulster,178665.2,8801,8267,532,7943,404,255,318,695,3187,2502,2415,6611,812
NY,Warren,64276.4,4927,4630,296,4785,27,63,63,210,1616,1735,1363,3554,86
NY,Washington,61615.6,4237,3990,247,4012,158,17,57,364,1875,1215,781,3308,144
NY,Wayne,90519.2,6291,5925,365,6011,121,102,55,644,2367,2205,1072,4737,262
NY,Westchester,968889.6,28127,26755,1370,20317,3994,3215,1874,1878,6748,7911,11589,22173,1645
NY,Wyoming,40305.2,2549,2382,165,2445,36,11,55,162,1220,896,269,1902,206
NY,Yates,25010.6,1400,1335,65,1372,0,18,9,97,593,405,305,1042,11
NC,Alamance,163323.8,9184,8397,786,6769,1855,242,413,703,2693,3535,2251,7098,723
NC,Alexander,37212.8,2052,1994,57,1974,74,0,2,228,726,805,291,1593,116
NC,Alleghany,11007.6,855,801,52,813,33,6,9,147,191,251,263,620,0
NC,Anson,24902.4,1465,1392,73,919,531,15,0,121,518,571,252,1103,0
NC,Ashe,26863.4,1464,1410,52,1436,7,0,19,134,383,679,266,1055,39
NC,Avery,17506,851,822,29,825,8,0,17,25,249,320,253,589,45
NC,Beaufort,47168.2,2989,2832,156,2325,545,93,25,143,955,1103,786,1991,49
NC,Bertie,19380.2,1130,1091,37,563,561,9,3,151,409,360,208,715,15
NC,Bladen,33407.4,2172,2012,159,1432,677,26,35,229,772,867,302,1263,64
NC,Brunswick,131814.8,13469,12735,733,11971,1091,268,235,575,3329,5112,4451,9564,454
NC,Buncombe,256886,16854,15327,1526,14894,1318,291,406,770,4420,5503,6158,11253,235
NC,Burke,89967.8,5882,5520,361,5244,355,93,192,692,1692,2458,1039,3870,256
NC,Cabarrus,206614.6,11630,10480,1149,9185,1677,459,373,573,2956,4816,3283,9623,326
NC,Caldwell,81884.2,5254,4940,313,4873,315,19,65,601,1605,2071,975,3925,176
NC,Camden,10550.8,1332,1079,252,1168,75,69,18,53,295,737,245,923,0
NC,Carteret,69070.4,7927,7115,811,7237,353,169,183,345,1972,3278,2330,6092,431
NC,Caswell,22684.4,1424,1251,172,835,548,5,36,137,548,490,247,903,116
NC,Catawba,157613,9646,9143,502,8645,641,210,260,768,2833,4057,1987,7777,428
NC,Chatham,71338.2,4394,4035,358,3844,429,109,16,301,970,1390,1731,3711,83
NC,Cherokee,27969.2,2820,2652,167,2640,3,45,132,222,942,1160,493,1728,0
NC,Chowan,14097.2,1055,915,139,646,376,4,32,41,320,480,211,872,49
NC,Clay,10946.2,1033,1018,14,1033,0,0,0,56,370,372,234,837,145
NC,Cleveland,97282,6044,5529,514,4722,1084,98,160,389,2051,2599,1004,3729,329
NC,Columbus,56068.2,3657,3343,313,2292,1122,54,204,290,1464,1337,563,2135,152
NC,Craven,102490.8,11691,10396,1294,9224,1753,482,360,423,2861,5202,3202,9141,274
NC,Cumberland,332860.6,43164,34019,9144,19481,17556,4378,3703,1191,7999,21611,12361,31652,2208
NC,Currituck,26363,3102,2804,297,2751,166,89,110,129,833,1152,986,2723,31
NC,Dare,36222.4,3304,2995,308,3125,105,20,73,63,837,1281,1121,2330,242
NC,Davidson,165380.6,10152,9516,636,8963,882,153,169,972,3520,3931,1727,7823,384
NC,Davie,42257.2,3200,2977,223,2887,193,5,114,212,1173,1019,794,2197,76
NC,Duplin,58966.6,3219,2972,247,2202,965,26,23,289,1100,1410,418,1583,493
NC,Durham,311847.8,14662,12930,1731,7874,5948,461,499,823,3233,5385,5219,10599,521
NC,Edgecombe,52647.6,2578,2413,164,1075,1448,23,37,213,1063,1004,296,1341,125
NC,Forsyth,375195.2,21333,19637,1696,14704,5398,751,632,1110,5678,7841,6702,16575,793
NC,Franklin,66361.8,3896,3650,245,2834,867,69,136,255,996,1630,1013,2694,73
NC,Gaston,219271.2,13243,12123,1118,11090,1676,250,274,1185,4335,5379,2341,9856,453
NC,Gates,11547.8,912,866,44,566,317,0,28,64,383,326,138,693,12
NC,Graham,8509,461,420,40,433,0,0,28,34,179,160,86,299,0
NC,Granville,59328,3556,3074,481,2544,785,132,120,209,1096,1506,743,2651,240
NC,Greene,21033.2,1022,953,68,668,279,21,57,128,428,375,89,486,0
NC,Guilford,527868.4,27868,25371,2497,17229,9038,802,1049,1577,6847,10490,8952,20527,853
NC,Halifax,51190.4,2701,2407,293,1606,975,14,105,288,1086,947,379,1753,76
NC,Harnett,132283,13119,10859,2259,8417,3114,1169,1008,593,3083,5579,3862,9844,806
NC,Haywood,61052.6,5296,4894,401,5026,78,61,153,404,1426,2025,1439,3714,151
NC,Henderson,114912.6,9098,8432,666,8637,225,180,122,494,1694,3691,3217,7595,198
NC,Hertford,24012,1268,1144,124,531,709,12,25,85,479,526,175,726,77
NC,Hoke,53957.4,5903,4481,1421,2762,2420,393,615,137,1238,3441,1085,3804,225
NC,Hyde,5212.6,211,211,0,158,47,6,0,6,113,47,45,27,0
NC,Iredell,175538.2,9236,8338,896,8045,836,231,209,529,2823,3383,2499,7400,375
NC,Jackson,42937.8,3112,2905,205,2678,28,45,385,220,783,993,1114,2250,62
NC,Johnston,196870.4,13569,12057,1511,10629,2267,299,450,576,3423,6373,3195,11008,329
NC,Jones,9594,919,861,56,601,256,54,6,16,255,439,206,685,32
NC,Lee,60481.4,4029,3683,345,3190,640,122,125,196,725,1852,1253,3111,136
NC,Lenoir,56756.4,4212,3942,269,2259,1822,73,95,532,1421,1635,621,2973,83
NC,Lincoln,82919.2,5821,5524,295,5490,165,102,102,420,1872,2617,910,4617,212
NC,McDowell,45227.4,2729,2517,210,2607,97,0,23,220,880,1044,583,1662,255
NC,Macon,34813,2921,2731,190,2831,24,1,64,167,687,1165,899,2029,93
NC,Madison,21499.2,1520,1422,97,1482,27,0,11,148,402,561,406,1012,84
NC,Martin,22849.4,1384,1186,197,859,486,37,0,164,529,419,271,862,107
NC,Mecklenburg,1074474.6,47874,42208,5665,28422,16599,1789,1810,1654,8854,18233,19131,39005,1644
NC,Mitchell,15003.8,842,765,75,799,8,34,16,49,207,370,214,637,0
NC,Montgomery,27251.6,1806,1756,49,1550,251,0,3,190,660,710,244,1242,0
NC,Moore,97294.2,8553,7484,1068,7376,695,262,323,361,1567,2772,3851,6512,330
NC,Nash,94030,6250,5764,486,3692,2276,77,229,440,2223,2300,1286,4832,165
NC,New Hanover,227937.6,15030,13587,1442,12486,1898,371,452,532,3259,5755,5483,10716,646
NC,Northampton,19946.2,1241,1151,89,676,544,0,21,252,420,385,182,551,122
NC,Onslow,195069.4,23939,20137,3801,17269,3653,2381,1569,686,7725,10627,4899,17520,1488
NC,Orange,144836,5441,4854,586,4259,902,81,205,294,872,1696,2578,4137,307
NC,Pamlico,12700.6,1609,1458,151,1146,372,23,86,127,628,558,294,898,123
NC,Pasquotank,39513.8,3662,3332,330,2429,1053,103,82,264,1159,1285,952,3073,232
NC,Pender,60398.6,4793,4282,510,4016,653,81,40,330,1276,1756,1429,3492,158
NC,Perquimans,13429.6,1361,1275,85,1171,147,17,25,88,332,598,339,1145,0
NC,Person,39344.8,2409,2165,243,1675,709,77,24,93,939,1037,338,1853,119
NC,Pitt,178433.2,11042,9843,1198,6526,3903,525,317,583,2649,4296,3511,8584,450
NC,Polk,20556.8,1553,1434,118,1468,74,5,3,75,335,577,564,969,42
NC,Randolph,143118,8982,8385,596,8389,404,20,166,1094,2716,3665,1505,6652,332
NC,Richmond,44997,2477,2320,156,1844,555,7,77,240,919,1006,310,1546,61
NC,Robeson,132595.6,6792,5993,798,2568,1841,162,2276,608,2001,2925,1256,4490,435
NC,Rockingham,91076.6,4982,4773,207,4029,848,34,88,385,1873,2162,560,3864,340
NC,Rowan,140295.8,9410,8776,634,7788,1215,233,313,781,3085,3836,1706,6737,212
NC,Rutherford,66598.8,4087,3868,219,3756,244,29,67,292,1293,1837,663,3072,249
NC,Sampson,63384.6,3416,3159,255,2015,1103,153,244,285,1131,1435,563,2439,109
NC,Scotland,35075.6,2199,1980,218,1278,719,3,202,186,673,1009,329,1360,242
NC,Stanly,61587.8,3626,3429,196,3290,249,8,77,296,1036,1732,561,2802,106
NC,Stokes,45781,3153,3059,94,2857,195,36,64,350,1075,1329,397,2106,131
NC,Surry,71971,3817,3468,347,3394,279,80,85,564,1103,1336,814,2407,225
NC,Swain,14259.8,769,723,45,616,11,0,140,72,258,233,203,530,0
NC,Transylvania,33775,3379,3181,197,3242,137,0,0,245,606,1179,1347,2470,102
NC,Tyrrell,4094.8,323,310,12,192,99,4,31,46,80,177,18,163,0
NC,Union,231053.4,12215,11203,1011,9617,1726,568,477,688,3374,4765,3387,10045,279
NC,Vance,44479,2159,1956,201,1130,965,24,47,240,880,772,265,1191,3
NC,Wake,1069078.8,51269,45393,5875,35237,12247,1941,2474,1502,8833,19117,21815,41762,1800
NC,Warren,19898,1325,1188,136,718,530,11,73,106,502,441,273,770,177
NC,Washington,11922,937,833,103,541,395,0,0,101,465,295,74,579,0
NC,Watauga,54925,2723,2544,179,2572,53,71,68,144,620,848,1109,2045,28
NC,Wayne,123602.6,12045,10688,1356,7411,3991,369,289,502,3614,5456,2471,8999,477
NC,Wilkes,68468.6,4197,3952,244,3803,266,50,115,386,1058,1774,978,3255,130
NC,Wilson,81435.2,5575,5155,418,2726,2622,158,184,719,1669,2372,814,3565,138
NC,Yadkin,37601.6,2478,2356,121,2315,70,33,86,295,904,895,381,1640,46
NC,Yancey,17759.8,850,828,21,810,9,17,13,90,315,259,183,487,74
ND,Adams,2311.4,136,125,10,136,0,0,0,9,70,30,26,89,0
ND,Barnes,10705.6,750,704,45,744,0,0,5,98,223,279,147,625,0
ND,Benson,6873.2,352,337,13,231,0,11,116,45,144,78,83,229,9
ND,Billings,932.8,51,51,0,51,0,0,0,10,26,8,5,51,0
ND,Bottineau,6501.8,536,514,22,516,0,3,16,39,175,184,136,440,7
ND,Bowman,3148,203,196,6,201,0,0,0,9,96,63,33,170,68
ND,Burke,2181.6,103,101,2,101,0,0,0,10,37,39,15,90,0
ND,Burleigh,94793.2,5618,5105,512,5448,27,32,111,321,1341,2229,1725,5061,171
ND,Cass,176974.6,8873,8143,729,8143,168,174,431,301,2184,3573,2813,7568,420
ND,Cavalier,3803.4,256,232,24,253,0,0,3,22,133,72,29,221,0
ND,Dickey,4938.4,324,299,23,324,0,0,0,15,137,102,67,285,0
ND,Divide,2334.6,185,179,5,185,0,0,0,9,85,69,20,155,24
ND,Dunn,4395.2,335,305,30,253,33,24,38,40,126,104,63,255,7
ND,Eddy,2300.8,129,120,8,115,0,0,13,15,43,49,20,107,0
ND,Emmons,3310.4,234,225,8,231,0,2,0,29,81,58,63,175,21
ND,Foster,3260,200,178,22,184,0,2,14,50,83,38,28,147,0
ND,Golden Valley,1807.8,126,118,7,88,0,0,37,6,21,49,49,126,0
ND,Grand Forks,70224,4229,3881,347,3798,118,83,269,100,978,1813,1335,3341,93
ND,Grant,2353.2,189,184,3,175,1,0,10,6,71,75,36,159,0
ND,Griggs,2249.8,137,126,10,137,0,0,0,10,56,38,31,101,0
ND,Hettinger,2547,188,177,9,182,0,0,6,25,65,75,21,164,0
ND,Kidder,2465.6,166,148,17,160,0,0,5,33,63,55,13,123,0
ND,LaMoure,4094.2,295,274,20,268,20,2,7,47,73,107,66,261,0
ND,Logan,1902.6,114,110,2,114,0,0,0,19,32,41,20,114,0
ND,McHenry,5877.6,499,461,36,491,0,6,8,26,157,218,95,402,0
ND,McIntosh,2597.4,174,154,19,171,0,1,1,35,38,79,19,159,0
ND,McKenzie,13334.4,617,502,114,584,0,10,31,47,207,230,131,558,13
ND,McLean,9584.4,671,619,50,649,0,3,17,71,260,234,104,533,20
ND,Mercer,8462.4,585,552,32,534,0,14,35,42,177,212,152,531,0
ND,Morton,30868.2,1756,1673,83,1753,0,0,1,99,496,795,364,1463,139
ND,Mountrail,10321,603,543,59,415,4,63,165,2,284,222,93,471,7
ND,Nelson,2893.8,262,244,16,254,0,0,8,9,90,78,84,201,0
ND,Oliver,1918.8,150,148,1,142,0,0,7,15,36,79,19,111,0
ND,Pembina,6947,651,594,56,590,0,1,61,71,201,285,92,448,18
ND,Pierce,4126,232,227,5,228,0,0,3,22,86,72,50,198,0
ND,Ramsey,11583.2,755,691,63,676,0,0,78,41,272,210,230,500,0
ND,Ransom,5314.2,422,383,38,422,0,0,0,45,163,133,77,306,0
ND,Renville,2441.6,209,192,17,200,0,0,7,2,106,80,20,182,9
ND,Richland,16253.6,1031,951,79,1013,6,2,8,60,314,529,125,974,116
ND,Rolette,14510.6,591,559,31,227,2,0,362,95,165,223,104,403,0
ND,Sargent,3872,252,240,12,241,0,3,6,27,104,99,20,217,0
ND,Sheridan,1332.2,98,95,2,98,0,0,0,24,36,27,8,52,0
ND,Sioux,4373.2,157,139,17,31,0,10,125,13,46,62,34,93,8
ND,Slope,768,43,43,0,43,0,0,0,5,26,2,7,12,0
ND,Stark,31080.6,1747,1524,222,1636,23,49,38,116,692,677,261,1579,55
ND,Steele,1903,141,136,5,127,12,0,0,7,35,71,26,89,0
ND,Stutsman,20965.2,1357,1284,71,1263,27,0,66,183,423,571,178,948,6
ND,Towner,2223.6,124,121,2,116,0,0,7,3,34,62,24,88,0
ND,Traill,8008.4,524,453,70,502,0,0,21,19,185,219,99,449,0
ND,Walsh,10751,626,611,14,611,0,9,6,92,234,217,81,483,61
ND,Ward,68812.4,5793,5135,657,5046,186,416,362,362,1567,2321,1542,5107,105
ND,Wells,3976,213,191,21,210,0,1,1,37,70,70,35,165,0
ND,Williams,35207.8,2055,1845,209,1805,8,67,242,125,523,1023,382,1724,8
OH,Adams,27775.6,1784,1729,54,1771,12,0,0,230,869,456,227,1398,56
OH,Allen,103175.4,6474,6109,364,5567,604,190,149,471,2652,2393,956,4713,190
OH,Ashland,53536.4,3283,3085,197,3223,5,23,40,328,1387,948,618,2780,280
OH,Ashtabula,97830.2,7549,6983,565,7110,324,56,65,908,3338,2533,769,5359,218
OH,Athens,65917.4,3191,2998,192,3088,44,17,40,282,1034,1003,870,1957,127
OH,Auglaize,45729,2638,2502,135,2613,0,17,11,220,1165,884,367,2281,69
OH,Belmont,68024,4690,4499,190,4417,204,48,35,352,2290,1418,628,3053,267
OH,Brown,43572,3173,3010,161,2976,31,70,128,304,1440,1007,421,2130,167
OH,Butler,380018.6,21137,19540,1596,19037,1135,320,655,1565,7257,7011,5302,17081,997
OH,Carroll,27331.8,1807,1709,98,1804,1,0,0,122,892,642,149,1334,71
OH,Champaign,38845,2706,2544,161,2576,33,50,48,128,1291,953,331,2401,143
OH,Clark,134725.8,11565,10610,953,10341,739,328,208,784,4077,4321,2381,8829,376
OH,Clermont,204274.8,12867,11914,953,12263,193,250,195,951,4426,4580,2909,10261,444
OH,Clinton,41956.6,3042,2824,217,2859,99,46,66,250,1028,1338,424,2332,61
OH,Columbiana,103189.8,8254,7893,361,7867,125,161,155,662,4128,2560,902,5345,492
OH,Coshocton,36585.2,2301,2138,162,2248,18,0,34,274,1197,594,234,1667,98
OH,Crawford,41821.4,3096,2942,152,3012,33,44,6,246,1580,932,337,2440,165
OH,Cuyahoga,1247450.8,64881,59554,5325,43341,18683,1720,1657,4779,21157,23695,15248,47704,4007
OH,Darke,51513.2,3419,3180,239,3336,36,14,31,283,1650,1011,473,2499,73
OH,Defiance,38159.6,2449,2265,183,2246,44,154,82,213,1194,773,267,1944,244
OH,Delaware,201134.6,9372,8832,539,8703,271,239,215,360,2054,3184,3773,7849,443
OH,Erie,74779.6,5876,5575,301,5162,345,277,121,442,2485,2045,901,4609,257
OH,Fairfield,154457,10216,9402,813,9328,625,82,188,655,3482,3686,2391,8155,222
OH,Fayette,28619.6,1800,1711,88,1726,34,5,39,199,857,469,274,1428,196
OH,Franklin,1290360,62898,57129,5768,47592,11684,1450,2508,3191,18143,22837,18725,50409,2105
OH,Fulton,42253,2783,2641,141,2661,11,87,37,223,1285,948,326,2216,15
OH,Gallia,30088,1625,1560,64,1497,81,12,44,243,807,375,197,1149,16
OH,Geauga,93842.8,5097,4828,268,4909,99,11,76,381,1702,1804,1209,3927,96
OH,Greene,166502.2,15780,13352,2427,13977,1083,315,465,576,3069,4421,7712,13036,526
OH,Guernsey,39111,3037,2866,170,2937,58,15,25,405,1299,1032,299,2239,143
OH,Hamilton,813589.4,39742,36941,2799,28788,9590,623,949,3056,12658,13300,10727,30801,1582
OH,Hancock,75837,4676,4440,235,4356,90,150,89,283,1983,1563,845,3731,247
OH,Hardin,31425.2,1719,1652,66,1712,1,0,3,151,825,524,217,1258,42
OH,Harrison,15211.2,1093,1026,66,1002,79,6,3,172,576,224,117,734,0
OH,Henry,27207.8,1680,1602,78,1588,43,41,30,167,845,439,227,1334,0
OH,Highland,43016.4,3306,3043,262,3148,127,0,29,436,1458,881,528,2125,175
OH,Hocking,28390,2107,1994,113,2013,23,28,41,188,1127,528,263,1655,29
OH,Holmes,43900.6,1536,1425,111,1435,21,31,70,286,660,414,174,1069,11
OH,Huron,58339.4,3546,3327,218,3267,125,123,35,245,1860,927,513,2716,233
OH,Jackson,32450.4,1799,1717,81,1777,20,10,0,205,904,555,131,1240,66
OH,Jefferson,66371.2,5294,5081,213,5068,208,1,16,404,2899,1441,548,4030,483
OH,Knox,61480.6,4403,4095,306,4206,69,47,98,261,1776,1610,754,3624,177
OH,Lake,229954.2,14572,13767,804,13672,405,190,345,957,5290,5539,2783,12031,872
OH,Lawrence,60183.8,4142,4016,124,4058,53,8,31,264,1987,1398,491,2518,396
OH,Licking,173749.8,12600,11536,1063,11671,453,106,406,919,4705,4123,2851,9860,250
OH,Logan,45316,3052,2840,211,3018,5,0,28,207,1394,983,465,2419,32
OH,Lorain,307670,19800,18204,1596,16903,1498,1207,608,1740,6273,8125,3661,14696,1134
OH,Lucas,431102.2,22882,21147,1733,18141,3348,862,960,1749,7640,8817,4673,17509,1440
OH,Madison,44135.4,2610,2497,112,2462,74,8,64,219,1042,898,449,1495,58
OH,Mahoning,229961,15032,14093,939,12398,2069,430,198,1029,6478,4900,2623,10820,763
OH,Marion,65298.8,4819,4437,381,4596,93,37,98,542,2012,1693,570,3127,251
OH,Medina,177980.4,10818,10204,613,10437,131,163,112,595,3955,3677,2589,9333,196
OH,Meigs,23077.6,1660,1571,88,1636,0,10,12,219,794,444,201,915,172
OH,Mercer,40884,2229,2205,23,2144,25,41,44,252,1069,650,255,1886,21
OH,Miami,105371.4,7719,7149,570,7380,200,89,57,575,2780,2594,1768,6436,47
OH,Monroe,13941.6,912,902,8,912,0,0,0,53,619,168,70,659,88
OH,Montgomery,531669.8,39554,34797,4756,30128,7340,672,1569,2052,10341,15413,11746,30747,1850
OH,Morgan,14640.2,989,906,82,949,34,0,3,104,449,386,48,798,42
OH,Morrow,35043.4,2398,2211,186,2322,20,16,55,200,1080,859,257,1932,0
OH,Muskingum,86131.2,5775,5404,370,5282,189,94,275,695,2359,1966,753,4187,228
OH,Noble,14415.8,1528,1472,55,1435,65,0,28,190,690,452,193,897,175
OH,Ottawa,40631.8,3350,3050,300,3134,47,151,82,269,1108,1290,681,2638,104
OH,Paulding,18808.6,1268,1158,109,1183,2,63,35,136,602,382,146,1021,18
OH,Perry,36022,2588,2375,212,2501,14,2,70,244,1285,711,345,1873,94
OH,Pickaway,57761.6,3806,3586,218,3610,98,9,88,280,1551,1496,477,2708,139
OH,Pike,28000.4,2003,1822,180,1989,14,0,0,188,1033,611,169,1400,154
OH,Portage,162511.2,9829,9340,487,9127,400,128,186,963,3907,3080,1877,7218,289
OH,Preble,41092.6,3092,2917,174,3012,24,38,28,351,1327,1106,306,2429,108
OH,Putnam,33911.2,1701,1631,69,1643,2,25,54,117,867,550,166,1491,0
OH,Richland,121100.2,8921,8111,809,8103,655,77,93,719,3437,3260,1504,6831,230
OH,Ross,76948.4,5844,5439,405,5256,392,66,168,465,2503,1956,918,3832,179
OH,Sandusky,59028.6,3841,3581,260,3476,160,180,90,351,1769,1302,417,3261,19
OH,Scioto,76039.6,4918,4555,361,4663,44,58,171,352,2173,1663,727,2997,276
OH,Seneca,55351.2,3599,3359,238,3421,10,108,85,205,1646,1367,378,2700,101
OH,Shelby,48749,2944,2806,138,2787,137,18,2,272,1242,1066,362,2351,111
OH,Stark,372403.8,24872,23211,1661,22739,1610,268,357,1598,10394,8768,4110,19666,875
OH,Summit,541334.2,31705,29685,2019,26763,4227,251,563,1997,11010,10760,7935,23634,1350
OH,Trumbull,200367.4,15654,14722,931,14397,801,211,265,1455,7866,4453,1878,10665,334
OH,Tuscarawas,92334.6,5858,5575,282,5731,73,13,49,605,2865,1658,728,4654,140
OH,Union,56707.4,2871,2562,308,2775,9,0,86,171,999,1129,571,2360,14
OH,Van Wert,28261.4,1619,1513,104,1582,14,12,9,106,793,502,216,1291,2
OH,Vinton,13083.2,799,793,5,784,0,0,14,181,403,190,23,526,0
OH,Warren,229131.8,13605,12612,993,12792,308,226,309,745,3856,4421,4581,11489,340
OH,Washington,60426.2,4909,4668,240,4690,67,36,113,365,1681,2073,788,3482,482
OH,Wayne,116099,6123,5759,364,5955,47,68,53,561,2509,2168,883,4625,247
OH,Williams,36816.4,2374,2176,197,2286,6,41,63,189,1039,839,304,1855,178
OH,Wood,130149.6,6997,6642,355,6613,66,214,203,377,2536,2539,1542,5496,323
OH,Wyandot,22000,1415,1290,125,1380,0,21,12,103,764,376,170,1145,8
OK,Adair,22220.2,1268,1140,127,794,8,42,431,165,580,368,153,849,58
OK,Alfalfa,5846.6,529,496,31,451,8,31,70,28,208,186,106,222,0
OK,Atoka,13823,900,839,60,738,26,28,129,119,241,411,127,334,22
OK,Beaver,5376.6,191,180,11,170,4,9,14,30,59,80,20,147,0
OK,Beckham,22267.8,1127,1111,15,962,34,75,63,56,267,446,356,899,21
OK,Blaine,9556.4,468,445,23,422,7,7,29,51,179,173,64,371,0
OK,Bryan,46457.4,3022,2693,328,2517,41,37,430,293,833,1130,764,2132,156
OK,Caddo,29241.8,1873,1715,156,1273,144,26,437,112,734,752,273,1173,193
OK,Canadian,140455.4,9470,8586,882,8102,448,381,715,432,2360,4156,2520,7666,500
OK,Carter,48319.2,3404,3197,206,2522,268,207,529,226,1266,1268,643,2361,149
OK,Cherokee,48664.4,3398,3126,271,2223,5,58,1137,212,1081,1178,925,2203,146
OK,Choctaw,14807,1004,901,102,800,68,7,126,134,297,441,130,590,137
OK,Cimarron,2173.6,142,142,0,138,0,0,1,23,58,27,33,112,0
OK,Cleveland,279274.4,21005,18750,2254,17435,1092,962,1812,1269,5167,8334,6233,17271,687
OK,Coal,5581,353,338,14,279,0,4,73,69,105,135,41,213,16
OK,Comanche,121762.2,15996,13412,2583,10083,3203,1625,1743,544,3966,7496,3988,11631,395
OK,Cotton,5857.6,491,439,51,376,21,20,83,26,198,185,79,309,41
OK,Craig,14389.6,850,772,76,656,13,0,181,86,397,257,108,515,0
OK,Creek,71426.8,4974,4684,288,4350,108,23,499,441,1918,1667,947,3532,121
OK,Custer,29151.8,1501,1310,190,1304,9,86,152,145,342,654,358,1186,23
OK,Delaware,42432.8,3564,3388,176,2960,15,60,552,322,1030,1364,846,2592,277
OK,Dewey,4922,225,216,8,209,0,0,15,9,118,54,42,167,18
OK,Ellis,4015.2,225,215,9,213,4,0,6,24,101,65,33,155,66
OK,Garfield,61898.4,4056,3732,322,3676,86,135,161,204,1273,1494,1083,3263,159
OK,Garvin,27834.8,1843,1699,144,1599,47,48,158,143,678,718,303,1316,80
OK,Grady,55070.6,4145,3774,371,3659,90,110,318,208,1658,1483,795,3208,218
OK,Grant,4397.4,391,327,64,368,0,2,22,45,126,159,59,324,0
OK,Greer,5860.8,460,386,73,425,0,31,23,11,159,172,117,364,19
OK,Harmon,2709.6,73,70,1,51,16,5,5,8,24,30,8,38,0
OK,Harper,3760.2,297,280,15,279,0,0,18,92,73,74,56,90,6
OK,Haskell,12686.8,972,919,52,784,13,2,170,91,307,419,153,585,65
OK,Hughes,13371.6,881,832,49,654,49,12,174,93,279,350,155,520,51
OK,Jackson,25063.2,2522,2217,304,1804,322,231,250,154,544,1107,715,2015,50
OK,Jefferson,6157.6,380,365,13,335,16,20,13,42,157,130,49,226,47
OK,Johnston,11063.8,791,722,69,654,12,0,124,58,279,250,202,481,23
OK,Kay,44402.4,3511,3257,252,3054,86,81,319,271,1198,1424,616,2594,269
OK,Kingfisher,15693.6,758,655,102,740,0,10,8,48,306,243,159,537,163
OK,Kiowa,8886,675,624,49,508,33,54,120,112,247,215,100,440,17
OK,Latimer,10348,971,889,82,780,17,5,172,56,258,477,178,497,13
OK,Le Flore,50025.6,3830,3534,295,3238,95,76,451,375,1448,1390,615,2408,178
OK,Lincoln,34895,2753,2574,179,2394,62,40,257,260,932,1070,489,1880,147
OK,Logan,46683.4,3337,3090,246,2910,112,153,176,251,954,1166,964,2289,113
OK,Love,10063.2,587,573,13,532,20,17,18,43,261,200,81,382,0
OK,McClain,39247.4,2484,2280,203,2125,54,121,264,177,532,1155,617,1948,85
OK,McCurtain,33016.2,2150,2022,127,1598,205,19,332,253,1041,603,251,1419,116
